institution,codigo,name,classification,type,departamento,provincia,distrito,ubigeo,address,codigo_DISA,red,microred,category,phone,opening_hours,longitude,latitude
Gobierno Regional,3300,Cono Sur,Centros de salud con camas de internamiento,Establecimiento de salud con internamiento,Puno,San roman,Juliaca,211101,Avenida Manuel Nuñez Butron 134,29,11,2,I-4,051-322758,24 HORAS,-70.12985587,-15.49956615
Gobierno Regional,3315,Taparachi,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,Puno,San roman,Juliaca,211101,Jirón Cuba Mz B-4 Lote 12-13-14 Juliaca,29,11,2,I-2, ,07:30 - 19:30,-70.12568175,-15.516739
Gobierno Regional,3299,Carlos Monje Medrano,Hospitales o clinicas de atencion general,Establecimiento de salud con internamiento,Puno,San roman,Juliaca,211101,Salida A Huanacane Kilometro 2,29,11,0,II-2,051-321901,24 HORAS,-70.11945789,-15.4826008
Gobierno Regional,3302,9 de Octubre,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,Puno,San roman,Juliaca,211101,Jirón Alfonso Ugarte 151 Juliaca,29,11,2,I-2,051-324967,08:00 - 14:00,-70.11093011,-15.50102712
Gobierno Regional,15422,Guadalupe,Centros de salud o centros medicos,Establecimiento de salud sin internamiento,Puno,San roman,Juliaca,211101,Jirón Escuri S/N Manzana B Lote 1 -2 Urbanizacion Anexo Tambopata,29,11,1,I-3, ,7:30 - 13:30,-70.10929357,-15.47607025
Gobierno Regional,3317,Vilcapata,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,Puno,San roman,Juliaca,211101,Otros Urb. Guadalupe K-14  - Juliaca S/N Juliaca San Roman Puno ,29,11,1,I-2,788733,7:30 - 19:30,-70.0961408,-15.41957528
Gobierno Regional,3309,Mariano Melgar,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,Puno,San roman,San miguel,211105,Jirón Ayabacas Mz-1 S/N San Miguel San Roman Puno ,29,11,1,I-2,051-951539276,7-.30 - 19:30,-70.13631597,-15.47227834
Gobierno Regional,3311,Revolucion,Centros de salud o centros medicos,Establecimiento de salud sin internamiento,Puno,San roman,San miguel,211105,Avenida Triunfo 461 Avenida Triunfo N° 461 - Juliaca San Miguel San Roman Puno ,29,11,1,I-3,051-327718,7:30 - 19:30,-70.12664157,-15.4800672
Gobierno Regional,3319,Isilluma,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,Puno,Sandia,Alto inambari,211209,Centro Poblado de Isilluma,29,3,3,I-1,051-816153,8:00 - 20:00,-69.37219177,-13.960993
Gobierno Regional,3338,Quiquira,Centros de salud o centros medicos,Establecimiento de salud sin internamiento,Puno,Sandia,Alto inambari,211209,Centro Poblado Quiquira,29,3,3,I-3,051-816153,8:00 - 20:00,-69.28709662,-14.16146735
Gobierno Regional,3320,Mancoari,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,Puno,Sandia,Alto inambari,211209,Sector Mancoari,29,3,3,I-1,051-816153,8:00 - 20:00,-69.27254607,-14.12189725
Gobierno Regional,3322,Pampa Yanamayo,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,Puno,Sandia,Alto inambari,211209,Jirón Santa Rosa de Lima S/N,29,3,3,I-2,051-816153,8:00 - 20.00,-69.26992816,-14.00061539
Gobierno Regional,3318,Masiapo,Centros de salud con camas de internamiento,Establecimiento de salud con internamiento,Puno,Sandia,Alto inambari,211209,Jirón 21 de Setiembre S/N,29,3,3,I-4,051-816916,24 HORAS,-69.24455098,-14.09152513
Gobierno Regional,3321,Pacaysuizo,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,Puno,Sandia,Alto inambari,211209,Centro Poblado Pacaysuizo,29,3,3,I-1,051-816153,08:00 - 20:00,-69.1813921,-14.02177981
Gobierno Regional,3325,Oriental,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,Puno,Sandia,Cuyocuyo,211202,Comunidad Oriental,29,3,2,I-1, ,8.00 - 20.00,-69.63239566,-14.57352093
Gobierno Regional,3326,Puna Laqueque,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,Puno,Sandia,Cuyocuyo,211202,Comunidad Punalaqueque,29,3,2,I-1,051-816153,8:00 - 20:00,-69.60421937,-14.43649282
Gobierno Regional,3323,Cuyo Cuyo,Centros de salud con camas de internamiento,Establecimiento de salud con internamiento,Puno,Sandia,Cuyocuyo,211202,Jirón Inambari S/N,29,3,2,I-4,051 - 816968,24 HORAS,-69.53652074,-14.46813606
Gobierno Regional,3324,Ccumani Huancasayani,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,Puno,Sandia,Cuyocuyo,211202,Sector Huancasayani,29,3,2,I-1,051-813807,8:00 - 20:00,-69.48540836,-14.46496328
Gobierno Regional,3197,Huancasayani,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,Puno,Sandia,Limbani,211203,Centro Poblado Huancasayani,29,10,6,I-1, ,7.00 - 19:00,-69.70237667,-14.18979667
Gobierno Regional,3190,Limbani,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,Puno,Sandia,Limbani,211203,Puesto de Salud Limbani,29,10,6,I-2, ,7:30 - 19:30,-69.69033921,-14.15178064
Gobierno Regional,3192,Capilla Pampa,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,Puno,Sandia,Patambuco,211204,Comunidad Capilla Pampa,29,10,3,I-1, ,7.30 - 19:30,-69.78439624,-14.42220823
Gobierno Regional,19573,Canu Canu,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,Puno,Sandia,Patambuco,211204,Carretera Patambuco S/N,29,10,3,I-1,950853818,07:30 - 19:00,-69.68796667,-14.38261167
Gobierno Regional,3193,Puna Ayllu,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,Puno,Sandia,Patambuco,211204,Centro Poblado Santa Cruz de Puna Ayllu,29,10,3,I-1,998811643,7:30 - 19:30,-69.67920833,-14.378665
Gobierno Regional,3191,Patambuco,Centros de salud o centros medicos,Establecimiento de salud sin internamiento,Puno,Sandia,Patambuco,211204,Jirón Sandia S/N Patambuco,29,10,3,I-3, ,7:30 - 19:30,-69.61373161,-14.3592677
Gobierno Regional,3194,Phara,Centros de salud o centros medicos,Establecimiento de salud sin internamiento,Puno,Sandia,Phara,211205,Pasaje Tupac Amaru S/N Barrio Vista Alegre,29,10,6,I-3, ,7:30 - 19:30,-69.66383667,-14.153905
Gobierno Regional,3196,Chejani,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,Puno,Sandia,Phara,211205,Centro Poblado Chejani,29,10,6,I-1, ,7:30 - 19:30,-69.61754167,-14.24426667
Gobierno Regional,3195,Aporoma,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,Puno,Sandia,Phara,211205,Centro Poblado Aporoma,29,10,6,I-1, ,7.30 - 18.30,-69.48434,-14.02151667
Gobierno Regional,3327,Quiaca,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,Puno,Sandia,Quiaca,211206,Centro Poblado de Quiaca,29,3,1,I-2,051-816153,8:00 - 20.00,-69.34388658,-14.42387047
Gobierno Regional,3329,San Juan del Oro,Centros de salud con camas de internamiento,Establecimiento de salud con internamiento,Puno,Sandia,San juan del oro,211207,Jr.Agricultura S/N,29,3,4,I-4, ,24 HORAS,-69.15375588,-14.21937094
Gobierno Regional,3334,Yanamayo,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,Puno,Sandia,San juan del oro,211207,Centro Poblado Yanamayo,29,3,4,I-2, ,08:00- 20:00,-69.09526906,-14.20098091
Gobierno Regional,6923,Lucine,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,Puno,Sandia,San juan del oro,211207,Sector Lucine,29,3,4,I-1, ,8:00 - 20:00,-69.03359,-14.1739
Gobierno Regional,3328,Putina Punco,Centros de salud con camas de internamiento,Establecimiento de salud con internamiento,Puno,Sandia,San pedro de putina punco,211210,Jirón Progreso S/N,29,3,5,I-4,051-816946,24 HORAS,-69.04707494,-14.11404305
Gobierno Regional,9874,Puesto de Salud de Pampa Grande,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,Puno,Sandia,San pedro de putina punco,211210,Comunidad Pampa Grande,29,3,5,I-1, ,8:00 - 20:00,-68.97410549,-13.98668608
Gobierno Regional,3331,San Ignacio,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,Puno,Sandia,San pedro de putina punco,211210,Centro Poblado Curva Alegre,29,3,5,I-2, ,8:00 - 20:00 HORAS,-68.95876758,-14.04044193
Gobierno Regional,9516,Puesto de Salud Iguara,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,Puno,Sandia,Sandia,211201,Comunidad Iguara,29,3,1,I-1,051-951386706,8.00 - 18.00,-69.48697925,-14.36486509
Gobierno Regional,3335,Hospital Sandia,Hospitales o clinicas de atencion general,Establecimiento de salud con internamiento,Puno,Sandia,Sandia,211201,Jirón Arica N° 448,29,3,0,II-1,051-816153,24 HORAS,-69.46652328,-14.32221625
Gobierno Regional,3336,Ccapuna,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,Puno,Sandia,Sandia,211201,Comunidad Ccapuna,29,3,1,I-1,051-8186153,08:00 - 20:00,-69.45928775,-14.33991893
Gobierno Regional,3337,Queneque,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,Puno,Sandia,Sandia,211201,Actualizar,29,3,1,I-1,051-816153,8:00 - 20:00,-69.45041644,-14.27856586
Gobierno Regional,3339,Yanahuaya,Centros de salud o centros medicos,Establecimiento de salud sin internamiento,Puno,Sandia,Yanahuaya,211208,Jirón Sanjuan de Dios S/N,29,3,4,I-3, ,24 HORAS,-69.17172149,-14.25823798
Gobierno Regional,3340,Anapia,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,Puno,Yunguyo,Anapia,211302,Isla Anapia,29,4,3,I-2, ,8:00 - 18:00,-68.85483833,-16.31787667
Gobierno Regional,3341,Copani,Centros de salud o centros medicos,Establecimiento de salud sin internamiento,Puno,Yunguyo,Copani,211303,Avenida Panamericana S/N,29,4,2,I-3,952-347989,24 HORAS,-69.04352333,-16.39744833
Gobierno Regional,3344,Cuturapi,Centros de salud o centros medicos,Establecimiento de salud sin internamiento,Puno,Yunguyo,Cuturapi,211304,Jirón Lima S/N - Barrio Villa Pilar,29,4,1,I-3, ,8:00 - 18:00,-69.17913833,-16.27006833
Gobierno Regional,3345,Ollaraya,Centros de salud o centros medicos,Establecimiento de salud sin internamiento,Puno,Yunguyo,Ollaraya,211305,Avenida San Juan S/N -OLLARAYA,29,4,3,I-3,959-541654,8.00 - 18.00,-68.98950667,-16.22841833
Gobierno Regional,3346,Tinicachi,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,Puno,Yunguyo,Tinicachi,211306,Jirón San Martin S/N Barrio San Martin,29,4,3,I-2,051-951553450,8.00 - 18.00,-68.96238667,-16.20079667
Gobierno Regional,3348,Unicachi,Centros de salud o centros medicos,Establecimiento de salud sin internamiento,Puno,Yunguyo,Unicachi,211307,Centro Poblado Unicachi,29,4,3,I-3, ,8:00 - 18:00,-68.97602167,-16.22619
Gobierno Regional,3354,Que�Uani,Centros de salud o centros medicos,Establecimiento de salud sin internamiento,Puno,Yunguyo,Yunguyo,211301,Jirón los Incas S/N Centro Poblado Que�Uani,29,4,1,I-3,950-080139,8.00 - 18.00,-69.15564333,-16.26570833
Gobierno Regional,3349,Yunguyo,Hospitales o clinicas de atencion general,Establecimiento de salud con internamiento,Puno,Yunguyo,Yunguyo,211301,Jirón Lima N° 938 - Yunguyo,29,4,0,II-1,051-856057,24 HORAS,-69.090335,-16.24715833
Gobierno Regional,3353,Pichicho Santa Rosa,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,Puno,Yunguyo,Yunguyo,211301,Centro Poblado de Pichicho Santa Rosa,29,4,2,I-2, ,8:00 - 18:00,-69.06937333,-16.30200333
Gobierno Regional,3357,Yanapata,Centros de salud o centros medicos,Establecimiento de salud sin internamiento,Puno,Yunguyo,Yunguyo,211301,Pasaje Libertad S/N Yanapata,29,4,2,I-3,950-099528,07.00 -19.00,-69.05647167,-16.30385167
Gobierno Regional,3355,Sanquira,Centros de salud o centros medicos,Establecimiento de salud sin internamiento,Puno,Yunguyo,Yunguyo,211301,Comunidad Sanquira Central,29,4,2,I-3,051-556057,8.00 - 16.00,-69.05348333,-16.32461
Gobierno Regional,3356,Tapoje,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,Puno,Yunguyo,Yunguyo,211301,Comunidad Tapoje/Sector Yajehirama,29,4,4,I-1,951-710211,8.00 - 18.00,-69.049805,-16.25305
Gobierno Regional,3347,Espiritu Santo,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,Puno,Yunguyo,Yunguyo,211301,Espiritu Santo / Sector Mulloni,29,4,4,I-1,950-327347,8.00 - 14.00,-69.046995,-16.23066167
Gobierno Regional,3352,Pajjana San Agustin,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,Puno,Yunguyo,Yunguyo,211301,Pajana San Agustin Sector Bellavista,29,4,4,I-1,951-908690,8.00- 18.00,-69.03532667,-16.26196833
Gobierno Regional,3342,Kcanamarca,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,Puno,Yunguyo,Yunguyo,211301,Centro Poblado de Kcanamarca,29,4,2,I-1, ,8:00 - 16:00,-69.03086667,-16.34408167
Gobierno Regional,3350,Aychuyo,Centros de salud o centros medicos,Establecimiento de salud sin internamiento,Puno,Yunguyo,Yunguyo,211301,Sector Central Aychuyo,29,4,4,I-3,951-451818,8.00 - 19.00,-69.024615,-16.24009167
Gobierno Regional,6714,Centro America,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,San martin,Bellavista,Alto biavo,220202,Otros Centro Poblado Centro America (FRENTE Al Campo Deportivo) Distrito Alto Biavo Provincia Bellavista Departamento San Martin ,30,7,2,I-1,42813831,8:00-13:00/15/17,-76.50342076,-7.56369177
Gobierno Regional,6525,Cuzco,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,San martin,Bellavista,Alto biavo,220202,Jirón San Martin S/N Cetro Poblado Cuzco Numero S/N Distrito Alto Biavo Provincia Bellavista Departamento San Martin ,30,9,4,I-1,966118679,8:00- 12:00/15:00-17,-76.47613268,-7.25457958
Gobierno Regional,6524,Barranca,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,San martin,Bellavista,Alto biavo,220202,Jirón Sucre S/N Barranca Numero S/N Distrito Alto Biavo Provincia Bellavista Departamento San Martin,30,9,4,I-2,949991433,24 HORAS,-76.46797761,-7.27343901
Gobierno Regional,6528,Nueva Arica,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,San martin,Bellavista,Alto biavo,220202,Otros Centro Poblado Nuevo Arica Centro Poblado Nuevo Arica Alto Biavo Bellavista San Martin ,30,9,4,I-1,942145299,7-13 /15-17,-76.42517117,-7.52852534
Gobierno Regional,6527,Jose Olaya,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,San martin,Bellavista,Alto biavo,220202,Jirón la Paz S/N Caserio Jose Olaya S/N Jirón la Paz S/N Caserio Jose Olaya Alto Biavo Bellavista San Martin ,30,9,4,I-1,938750061,24 HORAS,-76.41626479,-7.40185691
Gobierno Regional,6526,Incaico,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,San martin,Bellavista,Alto biavo,220202,Jirón Tupac Amaro S/N Cp Incaico Numero S/N Distrito Alto Biavo Provincia Bellavista Departamento San Martin ,30,9,4,I-1,943274336,8- 12:00/ 15:00-17:0,-76.41480212,-7.38222265
Gobierno Regional,6521,Dos Unidos,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,San martin,Bellavista,Bajo biavo,220203,Jirón Miguel Grau S/N Cp Dos Unidos S/N Jirón Miguel Grau S/N Cp Dos Unidos Bajo Biavo Bellavista San Martin ,30,9,2,I-1,957694073,8:00- 12:00/ 15:00-1,-76.51517741,-7.17990536
Gobierno Regional,6523,Santa Elena,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,San martin,Bellavista,Bajo biavo,220203,Otros Actualizar Distrito Bajo Biavo Provincia Bellavista Departamento San Martin ,30,9,2,I-1,969858892,8-12:00/15:00-17:00,-76.50174855,-7.21316646
Gobierno Regional,6522,La Union,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,San martin,Bellavista,Bajo biavo,220203,Jirón Nueve de Abril S/N Cp Nueva Union S/N Jirón Nueve de Abril S/N Cp Nueva Union Bajo Biavo Bellavista San Martin ,30,9,2,I-1,942334065,8:00- 12:00/ 15:00-1,-76.49628402,-7.16329061
Gobierno Regional,6519,Nuevo Lima,Centros de salud con camas de internamiento,Establecimiento de salud con internamiento,San martin,Bellavista,Bajo biavo,220203,Jirón Victor Raul S/N Cp Nuevo Lima Numero S/N Distrito Bajo Biavo Provincia Bellavista Departamento San Martin ,30,9,2,I-4,938710859,24 HORAS,-76.47251988,-7.09804604
Gobierno Regional,6520,Nuevo Tarapoto,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,San martin,Bellavista,Bajo biavo,220203,Jirón Comercio S/N Cp Nuevo Tarapoto S/N Jirón Comercio S/N Cp Nuevo Tarapoto Bajo Biavo Bellavista San Martin ,30,9,2,I-1,990349608,8:00- 12:00/ 15:00-1,-76.3312126,-7.18491235
Gobierno Regional,9893,Nuevo Control,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,San martin,Bellavista,Bajo biavo,220203,Jirón Las Almendras S/N Numero S/N Distrito Bajo Biavo Provincia Bellavista Departamento San Martin ,30,4,1,I-1,998520792,6 HORAS,-76.32554833,-7.10499167
Gobierno Regional,6458,Almirante Grau Bombonajillo,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,San martin,Bellavista,Bajo biavo,220203,Avenida Grau S/N Almirante Grau Bombonajillo Numero S/N Distrito Bajo Biavo Provincia Bellavista Departamento San Martin ,30,4,1,I-1,943673230,6 HORAS,-76.28594062,-7.12182761
Gobierno Regional,11343,Yanayacu,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,San martin,Bellavista,Bajo biavo,220203,Jirón Jose Sangama S/N Cp Yanayacu S/N Jirón Jose Sangama S/N Cp Yanayacu Bajo Biavo Bellavista San Martin ,30,9,2,I-1,967654311,8:00 AM - 12:00 PM /,-76.25595763,-7.23629875
Gobierno Regional,11491,Libano,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,San martin,Bellavista,Bajo biavo,220203,Otros Centro Poblado Libano Sn Distrito Bajo Biavo Provincia Bellavista Departamento San Martin ,30,4,2,I-1,990240995,6 HORAS,-76.16652161,-7.13292195
Gobierno Regional,7321,El Porvenir,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,San martin,Bellavista,Bajo biavo,220203,Jirón Las Flores S/N El Porvenir Numero S/N Distrito Bajo Biavo Provincia Bellavista Departamento San Martin ,30,4,2,I-1,942315777,6 HORAS,-76.16564706,-7.11702393
Gobierno Regional,6513,Huacho,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,San martin,Bellavista,Bellavista,220201,Jirón Bellavista S/N Cp Huacho Numero S/N Distrito Bellavista Provincia Bellavista Departamento San Martin,30,9,1,I-1,945449728,8:00- 12:00/ 15:00-1,-76.64896667,-6.89911
Gobierno Regional,6503,Buenos Aires,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,San martin,Bellavista,Bellavista,220201,Otros Cp Buenos Aires Cp Buenos Aires Bellavista Bellavista San Martin ,30,9,1,I-1,942875734,24 HORAS,-76.63365895,-7.00462476
Gobierno Regional,6511,Las  Mercedes,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,San martin,Bellavista,Bellavista,220201,Jirón San Martin S/N Cp la Merced S/N Jirón San Martin S/N Cp la Merced Bellavista Bellavista San Martin ,30,9,1,I-2,937613661,8:00- 12:00/15:00-17,-76.63121833,-6.92895833
Gobierno Regional,6512,Nueva Florida,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,San martin,Bellavista,Bellavista,220201,Jirón San Martin S/N S/N Jirón San Martin S/N Bellavista Bellavista San Martin ,30,9,1,I-1,948631390,8:00- 12:00/15:00-17,-76.61016333,-6.95481333
Gobierno Regional,6502,Hospital Bellavista,Hospitales o clinicas de atencion especializada,Establecimiento de salud con internamiento,San martin,Bellavista,Bellavista,220201,Jirón Ancash-Cruce Con Apurimac,30,9,1,II-E,042-544664,24 HORAS,-76.58256361,-7.05457844
Gobierno Regional,6785,Peruate,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,San martin,Bellavista,Bellavista,220201,Jirón Virgen del Carmen S/N Cp Peruate S/N Jirón Virgen del Carmen S/N Cp Peruate Bellavista Bellavista San Martin ,30,9,1,I-1,945728826,7:30-13:30/ 15:00-17,-76.55773538,-6.94003261
Gobierno Regional,6562,Ledoy,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,San martin,Bellavista,Huallaga,220204,Otros Centro Poblado Ledoy (FRENTE Al Campo Deportivo) Centro Poblado Ledoy (FRENTE Al Campo Deportivo) Huallaga Bellavista San Martin ,30,9,1,I-1,973395539,8:00-12:00 /15:00-17,-76.64908,-7.13140333
Gobierno Regional,6565,Aucararca,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,San martin,Bellavista,Huallaga,220204,Otros Centro Poblado Aucararca (FRENTE Al Campo Deportivo) Distrito Huallaga Provincia Bellavista Departamento San Martin ,30,7,2,I-1,944978091,8:00-12:00/15:00-17,-76.56546546,-7.41128667
Gobierno Regional,6507,Fausa Sapina,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,San martin,Bellavista,San pablo,220205,Jirón Lamas S/N Cp Fausa Sapina S/N Jirón Lamas S/N Cp Fausa Sapina San Pablo Bellavista San Martin ,30,9,3,I-1,968076651,24 HORAS,-76.6715751,-6.80331005
Gobierno Regional,6514,Huingoyacu,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,San martin,Bellavista,San pablo,220205,Jirón Arica S/N,30,9,1,I-1,968959393,8:00- 12:00/ 15:00-1,-76.66342489,-6.86456845
Gobierno Regional,6499,Fausa Lamista,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,San martin,Bellavista,San pablo,220205,Jirón Lamas S/N Cp Fausa Lamista S/N Jirón Lamas S/N Cp Fausa Lamista San Pablo Bellavista San Martin ,30,9,3,I-2,942041223,24 HORAS,-76.64036188,-6.79252703
Gobierno Regional,6506,Consuelo,Centros de salud o centros medicos,Establecimiento de salud sin internamiento,San martin,Bellavista,San pablo,220205,Jirón Emancipacion S/N Cp Consuelo,30,9,3,I-3,972635510,24 HORAS,-76.57868986,-6.8227511
Gobierno Regional,6508,San Pablo,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,San martin,Bellavista,San pablo,220205,Otros Actualizar Actualizar San Pablo Bellavista San Martin ,30,9,3,I-1,961924591,8:00- 12:00/ 15:00-1,-76.5735193,-6.8080907
Gobierno Regional,6509,Dos de Mayo,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,San martin,Bellavista,San pablo,220205,Otros Actualizar Actualizar San Pablo Bellavista San Martin ,30,9,3,I-1,956668530,24 HORAS,-76.53481722,-6.79370782
Gobierno Regional,6504,Palestina,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,San martin,Bellavista,San rafael,220206,Jirón Bolognesi S/N S/N Jirón Bolognesi S/N San Rafael Bellavista San Martin ,30,9,1,I-1,995369587,7:30-13:30/ 15:00-17,-76.53051166,-6.96224354
Gobierno Regional,6518,Cristino Garcia Carhuapoma,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,San martin,Bellavista,San rafael,220206,Jirón 7 de Junio S/N S/N Jirón 7 de Junio S/N San Rafael Bellavista San Martin ,30,9,1,I-1,95971197,7:30-13:30/ 15:00-17,-76.51817915,-6.99460035
Gobierno Regional,6516,La Libertad,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,San martin,Bellavista,San rafael,220206,Jirón Jose Olaya S/N S/N Jirón Jose Olaya S/N San Rafael Bellavista San Martin ,30,9,1,I-2,971054874,8:00- 12:00/15:00-17,-76.47328541,-7.02984593
Gobierno Regional,6515,San Rafael,Centros de salud o centros medicos,Establecimiento de salud sin internamiento,San martin,Bellavista,San rafael,220206,Jirón Alfonso Ugarte /Jirón Lima,30,9,1,I-3,042-544664,7:30-13:30,-76.46609076,-7.02268485
Gobierno Regional,6517,Panama,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,San martin,Bellavista,San rafael,220206,Jirón San Martin S/N Caserio Panama S/N Jirón San Martin S/N Caserio Panama San Rafael Bellavista San Martin ,30,9,1,I-1,942689163,7-13/15:00-17,-76.44805336,-7.01308466
Gobierno Regional,6498,Pacasmayo,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,San martin,El dorado,Agua blanca,220302,Otros Centro Poblado Azangihua Distrito Agua Blanca Provincia El Dorado Departamento San Martin ,30,3,2,I-1,955757407,07:30 A 13:30,-76.71250015,-6.70047843
Gobierno Regional,6496,Agua Blanca,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,San martin,El dorado,Agua blanca,220302,Jirón Alfonso Ugarte N° 520 Agua Blanca Distrito Agua Blanca Provincia El Dorado Departamento San Martin ,30,3,2,I-2,987340473,07:30 A 13:30,-76.6920135,-6.72580816
Gobierno Regional,6490,Huaja,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,San martin,El dorado,San jose de sisa,220301,Otros Caserio Huaja Distrito San Jose de Sisa Provincia El Dorado Departamento San Martin ,30,3,1,I-1,966281867,07:30 A 13:30,-76.75032306,-6.59520631
Gobierno Regional,6489,San Juan de Miraflores,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,San martin,El dorado,San jose de sisa,220301,Otros Caserio San Juan de Miraflores Distrito San Jose de Sisa Provincia El Dorado Departamento San Martin ,30,3,1,I-1,925411097,07:30 A 13:30,-76.74636456,-6.61478736
Gobierno Regional,6486,Nauta,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,San martin,El dorado,San jose de sisa,220301,Jirón Progreso S/N Nauta Numero S/N Distrito San Jose de Sisa Provincia El Dorado Departamento San Martin ,30,3,1,I-1,968495803,07:30 A 13:30,-76.73027305,-6.65366544
Gobierno Regional,6487,Santa Cruz,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,San martin,El dorado,San jose de sisa,220301,Otros Santa Cruz Distrito San Jose de Sisa Provincia El Dorado Departamento San Martin ,30,3,1,I-1,980218386,07:30 A 13:30,-76.72976232,-6.61361396
Gobierno Regional,6485,Hospital Rural San Jose de Sisa,Centros de salud con camas de internamiento,Establecimiento de salud con internamiento,San martin,El dorado,San jose de sisa,220301,Jirón Nereo Cabello  S/N Numero S/N Distrito San Jose de Sisa Provincia El Dorado Departamento San Martin ,30,3,1,I-4,942149611,07:30 A 13:30,-76.68859624,-6.61475542
Gobierno Regional,7644,Pacaypampa,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,San martin,El dorado,San martin,220303,Jirón Grau S/N Centro Poblado Pacaypampa Numero S/N Distrito San Martin Provincia El Dorado Departamento San Martin ,30,3,3,I-1,945544374,07:30 A 13:30,-76.90111333,-6.376805
Gobierno Regional,7391,Cashnahuasi,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,San martin,El dorado,San martin,220303,Jirón Jose Olaya S/N Localidad de Cashnahuasi Numero S/N Distrito San Martin Provincia El Dorado Departamento San Martin ,30,3,3,I-1,942471662,07:30 A 13:30,-76.8623366,-6.44007598
Gobierno Regional,6494,Sinami,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,San martin,El dorado,San martin,220303,Otros Centro Poblado Sinami Distrito San Martin Provincia El Dorado Departamento San Martin ,30,3,3,I-1,940217513,07:30 A 13:30,-76.80187091,-6.48202306
