institucion,codigo,nombre _establecimiento,clasificacion,tipo,departamento,provincia,distrito,ubigeo,direccion,codigo_DISA,codigo_red,codigo_microrred,categoria,telefono,horario,longitude,latitude
GOBIERNO REGIONAL,1928,CHARAN,PUESTOS DE SALUD O POSTAS DE SALUD,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,PIURA,AYABACA,AYABACA,200201,OTROS CASERIO CHARAN - AYABACA DISTRITO AYABACA PROVINCIA AYABACA DEPARTAMENTO PIURA ,28,7,4,I-1,968071990,8:00-2:00 P.M,-79.62152445,-4.54894094
GOBIERNO REGIONAL,19837,PUESTO DE SALUD RODEOPAMPA,PUESTOS DE SALUD O POSTAS DE SALUD,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,PIURA,AYABACA,AYABACA,200201,OTROS CASERIO RODEOPAMPA - AYABACA DISTRITO AYABACA PROVINCIA AYABACA DEPARTAMENTO PIURA ,28,7,4,I-1,968071990,8.00 AM. 2.00 PM.,-79.61861232,-4.67320135
GOBIERNO REGIONAL,2239,P.S COYONA,CENTROS DE SALUD CON CAMAS DE INTERNAMIENTO,ESTABLECIMIENTO DE SALUD CON INTERNAMIENTO,PIURA,HUANCABAMBA,CANCHAQUE,200302,JR. 22 DE AGOSTO N° 366,28,3,5,I-4,073-300440,24 HORAS,-79.61786504,-5.30603429
GOBIERNO REGIONAL,2275,E.S I-2  LA LOMA,PUESTOS DE SALUD O POSTAS DE SALUD,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,PIURA,HUANCABAMBA,HUARMACA,200304,OTROS CENTRO POBLADO LA LOMA S/N NUMERO S/N DISTRITO HUARMACA PROVINCIA HUANCABAMBA DEPARTAMENTO PIURA ,28,5,1,I-2,965973125,08:00 - 14:00,-79.612235,-5.61494
GOBIERNO REGIONAL,19125,PUESTO DE SALUD HUALCUY,PUESTOS DE SALUD O POSTAS DE SALUD,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,PIURA,AYABACA,AYABACA,200201,OTROS CASERIO HUALCUY - AYABACA DISTRITO AYABACA PROVINCIA AYABACA DEPARTAMENTO PIURA ,28,7,4,I-1,968071990,08:00 A.M -  04: 00P,-79.61200453,-4.74793046
GOBIERNO REGIONAL,2246,P.S EL TAMBO,PUESTOS DE SALUD O POSTAS DE SALUD,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,PIURA,HUANCABAMBA,SAN MIGUEL DE EL FAIQUE,200306,CENTRO POBLADO EL TAMBO S/N,28,3,5,I-1,073-378150,08 HORAS,-79.60897708,-5.42371235
GOBIERNO REGIONAL,2245,C.S EL FAIQUE,CENTROS DE SALUD CON CAMAS DE INTERNAMIENTO,ESTABLECIMIENTO DE SALUD CON INTERNAMIENTO,PIURA,HUANCABAMBA,SAN MIGUEL DE EL FAIQUE,200306,JIRON JR. HUANCABAMBA S/N EL FAIQUE NUMERO S/N DISTRITO SAN MIGUEL DE EL FAIQUE PROVINCIA HUANCABAMBA DEPARTAMENTO PIURA ,28,3,5,I-4,073-378150,24 HORAS,-79.60559835,-5.40134024
ESSALUD,19835,POSTA MEDICA CANCHAQUE,PUESTOS DE SALUD O POSTAS DE SALUD,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,PIURA,HUANCABAMBA,CANCHAQUE,200302,AV. 22 DE AGOSTO 301 CANCHAQUE,28,0,0,Sin categoria,969150987,08:00 - 14:00 HORAS,-79.6044445,-5.37589788
GOBIERNO REGIONAL,2238,C.S CANCHAQUE,CENTROS DE SALUD CON CAMAS DE INTERNAMIENTO,ESTABLECIMIENTO DE SALUD CON INTERNAMIENTO,PIURA,HUANCABAMBA,CANCHAQUE,200302,JR. 22 DE AGOSTO N° 366,28,3,5,I-4,073-300440,24 HORAS,-79.6032604,-5.37528402
GOBIERNO REGIONAL,2247,P.S EL HIGUERON,PUESTOS DE SALUD O POSTAS DE SALUD,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,PIURA,HUANCABAMBA,SAN MIGUEL DE EL FAIQUE,200306,CASERIO EL HIGUERON MANZANA- A LOTE N° 6,28,3,5,I-1,979582360,8:00 AM. - 14:00 PM.,-79.60298388,-5.45553128
GOBIERNO REGIONAL,2248,P.S HUAYABO,PUESTOS DE SALUD O POSTAS DE SALUD,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,PIURA,HUANCABAMBA,SAN MIGUEL DE EL FAIQUE,200306,MZ. B LOTE N° 16 CASERIO HUAYABO,28,3,5,I-1,968813083,8:00 AM. - 14:00 PM.,-79.59772917,-5.42550901
GOBIERNO REGIONAL,1917,YANCHALA,PUESTOS DE SALUD O POSTAS DE SALUD,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,PIURA,AYABACA,AYABACA,200201,OTROS CCOMUNIDAD TACALPO SECTOR YANCHALA - AYABACA DISTRITO AYABACA PROVINCIA AYABACA DEPARTAMENTO PIURA ,28,7,4,I-2,968071990,8:00 - 14:00,-79.59533723,-4.65193774
GOBIERNO REGIONAL,1930,PORTACHUELO DE YANTA,PUESTOS DE SALUD O POSTAS DE SALUD,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,PIURA,AYABACA,AYABACA,200201,OTROS CASERIO PORTACHUELO YANTA - AYABACA DISTRITO AYABACA PROVINCIA AYABACA DEPARTAMENTO PIURA ,28,7,4,I-2,73509822,8:00-2:00 P.M,-79.59160898,-4.84442574
GOBIERNO REGIONAL,1921,REMOLINOS,PUESTOS DE SALUD O POSTAS DE SALUD,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,PIURA,AYABACA,AYABACA,200201,OTROS CASERIO REMOLINOS- AYABACA DISTRITO AYABACA PROVINCIA AYABACA DEPARTAMENTO PIURA ,28,7,4,I-1,968071990,8:00-2:00 P.M,-79.58504263,-4.4916545
GOBIERNO REGIONAL,2288,E.S I-2  HINTON,PUESTOS DE SALUD O POSTAS DE SALUD,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,PIURA,HUANCABAMBA,HUARMACA,200304,OTROS CASERIO HINTON DISTRITO HUARMACA PROVINCIA HUANCABAMBA DEPARTAMENTO PIURA ,28,5,1,I-2,949471008,ACTUALIZAR,-79.58410833,-5.65795667
GOBIERNO REGIONAL,2210,P.S EL PUERTO,PUESTOS DE SALUD O POSTAS DE SALUD,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,PIURA,AYABACA,PACAIPAMPA,200206,CENTRO POBLADO EL PUERTO,28,3,2,I-1,073-378150,08 HORAS,-79.58287833,-4.92361333
GOBIERNO REGIONAL,16969,P.S PASAPAMPA,PUESTOS DE SALUD O POSTAS DE SALUD,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,PIURA,HUANCABAMBA,HUANCABAMBA,200301,OTROS CASERIO PASAPAMPA DISTRITO HUANCABAMBA PROVINCIA HUANCABAMBA DEPARTAMENTO PIURA ,28,4,1,I-1,979489216,08:00 A 14:00,-79.58269697,-5.11765971
GOBIERNO REGIONAL,2280,E.S  I - 2  SUCCHIRCA,PUESTOS DE SALUD O POSTAS DE SALUD,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,PIURA,HUANCABAMBA,HUARMACA,200304,OTROS CASERIO SUCCHIRCA DISTRITO HUARMACA PROVINCIA HUANCABAMBA DEPARTAMENTO PIURA ,28,5,1,I-2,966944982,ACTUALIZAR,-79.57790667,-5.56733667
GOBIERNO REGIONAL,2282,P.S CALLANCAS,PUESTOS DE SALUD O POSTAS DE SALUD,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,PIURA,HUANCABAMBA,HUARMACA,200304,OTROS CENTRO POBLADO CALLANCAS S/N NUMERO S/N DISTRITO HUARMACA PROVINCIA HUANCABAMBA DEPARTAMENTO PIURA ,28,5,1,I-2,ACTUALIZAR,8:00 - 20:00,-79.57653878,-5.7137667
GOBIERNO REGIONAL,7320,GIGANTE,PUESTOS DE SALUD O POSTAS DE SALUD,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,PIURA,AYABACA,AYABACA,200201,OTROS CENTRO POBLADO GIGANTE DISTRITO AYABACA PROVINCIA AYABACA DEPARTAMENTO PIURA ,28,7,4,I-1,073-509822,8:00-2:00 HORAS,-79.57542842,-4.54154722
GOBIERNO REGIONAL,2249,P.S NARANJO DE SAN MIGUEL DE EL FAIQUE,PUESTOS DE SALUD O POSTAS DE SALUD,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,PIURA,HUANCABAMBA,SAN MIGUEL DE EL FAIQUE,200306,MZ. A LOTE N° 08 CASERIO NARANJO,28,3,5,I-1,073-761451,8:00 AM. - 14:00 PM.,-79.55406301,-5.42353081
GOBIERNO REGIONAL,2213,P.S CACHIACO,PUESTOS DE SALUD O POSTAS DE SALUD,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,PIURA,AYABACA,PACAIPAMPA,200206,CALLE VIRGEN DE LA MERCEDES S/N,28,3,4,I-1,073-378150,08 HORAS,-79.55280167,-4.96986
GOBIERNO REGIONAL,1912,TAPAL,PUESTOS DE SALUD O POSTAS DE SALUD,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,PIURA,AYABACA,AYABACA,200201,OTROS CASERIO TAPAL- AYABACA DISTRITO AYABACA PROVINCIA AYABACA DEPARTAMENTO PIURA ,28,7,4,I-2,73632974,8:00-2:00 P.M,-79.55012583,-4.78115519
GOBIERNO REGIONAL,1929,LAGUNAS DE CANGLY,PUESTOS DE SALUD O POSTAS DE SALUD,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,PIURA,AYABACA,AYABACA,200201,OTROS CASERIO LAGUNAS DE CANGLY DISTRITO AYABACA PROVINCIA AYABACA DEPARTAMENTO PIURA ,28,7,4,I-1,968071990,8:00-2:00 P.M,-79.54928818,-4.70820133
GOBIERNO REGIONAL,2274,P.S TUNAS,PUESTOS DE SALUD O POSTAS DE SALUD,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,PIURA,HUANCABAMBA,HUARMACA,200304,CENTRO POBLADO TUNAS,28,5,1,I-2,ACTUALIZAR,12 HORAS,-79.54677834,-5.49850798
GOBIERNO REGIONAL,2253,P.S HUANCACARPA BAJO,PUESTOS DE SALUD O POSTAS DE SALUD,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,PIURA,HUANCABAMBA,HUANCABAMBA,200301,OTROS CASERIO HUANCACARPA BAJO S/N NUMERO S/N DISTRITO HUANCABAMBA PROVINCIA HUANCABAMBA DEPARTAMENTO PIURA ,28,4,1,I-2,073-473176,8:00 - 20:00,-79.54531883,-5.14346182
GOBIERNO REGIONAL,2272,C.S LIMON DE PORCUYA,CENTROS DE SALUD O CENTROS MEDICOS,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,PIURA,HUANCABAMBA,HUARMACA,200304,CENTRO POBLADO LIMON DE PORCUYA,28,5,1,I-3,073-811254,08:00 - 20:00 HORAS,-79.53790299,-5.88983008
GOBIERNO REGIONAL,2258,P.S TALANEO,PUESTOS DE SALUD O POSTAS DE SALUD,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,PIURA,HUANCABAMBA,EL CARMEN DE LA FRONTERA,200303,OTROS CASERIO TALANEO S/N NUMERO S/N DISTRITO EL CARMEN DE LA FRONTERA PROVINCIA HUANCABAMBA DEPARTAMENTO PIURA ,28,4,1,I-2,073-811188,8:00-14:00,-79.53601537,-5.06089646
GOBIERNO REGIONAL,2281,P.S TOLINGAS,PUESTOS DE SALUD O POSTAS DE SALUD,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,PIURA,HUANCABAMBA,HUARMACA,200304,OTROS CENTRO POBLADO TOLINGAS DISTRITO HUARMACA PROVINCIA HUANCABAMBA DEPARTAMENTO PIURA ,28,5,1,I-1,073-969011121,8:00 - 20:00,-79.53544167,-5.52914833
GOBIERNO REGIONAL,16970,P.S JACOCHA,PUESTOS DE SALUD O POSTAS DE SALUD,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,PIURA,HUANCABAMBA,HUANCABAMBA,200301,OTROS CASERIO JACOCHA DISTRITO HUANCABAMBA PROVINCIA HUANCABAMBA DEPARTAMENTO PIURA ,28,4,1,I-1,974169014,08:00 A 14:00,-79.53172335,-5.19516134
GOBIERNO REGIONAL,2211,P.S LAGUNAS DE SAN PABLO,PUESTOS DE SALUD O POSTAS DE SALUD,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,PIURA,AYABACA,PACAIPAMPA,200206,CENTRO POBLADO LAGUNAS DE SAN PABLO S/N,28,3,4,I-1,073-378150,08 HORAS,-79.53058,-4.903315
GOBIERNO REGIONAL,1927,SAMANGUILLA,PUESTOS DE SALUD O POSTAS DE SALUD,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,PIURA,AYABACA,AYABACA,200201,OTROS CASERIO SAMANGUILLA - AYABACA DISTRITO AYABACA PROVINCIA AYABACA DEPARTAMENTO PIURA ,28,7,4,I-1,968071990,8:00-14:00,-79.52998082,-4.62529932
GOBIERNO REGIONAL,15276,P.S TAMBILLO,PUESTOS DE SALUD O POSTAS DE SALUD,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,PIURA,HUANCABAMBA,EL CARMEN DE LA FRONTERA,200303,OTROS CASERIO TAMBILLO DISTRITO EL CARMEN DE LA FRONTERA PROVINCIA HUANCABAMBA DEPARTAMENTO PIURA ,28,4,1,I-1,955886576,8:00 A 14:00,-79.52507841,-5.01431089
GOBIERNO REGIONAL,2284,E.S I-2 SANTA TERESA,PUESTOS DE SALUD O POSTAS DE SALUD,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,PIURA,HUANCABAMBA,HUARMACA,200304,OTROS CENTRO POBLADO SANTA TERESA S/N NUMERO S/N DISTRITO HUARMACA PROVINCIA HUANCABAMBA DEPARTAMENTO PIURA ,28,5,1,I-2,980094164,08:00 - 20:00,-79.52469667,-5.66369167
GOBIERNO REGIONAL,1919,CALVAS DE SAMANGA,PUESTOS DE SALUD O POSTAS DE SALUD,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,PIURA,AYABACA,AYABACA,200201,OTROS CASERIO CALVAS DE SAMANGA - AYABACA DISTRITO AYABACA PROVINCIA AYABACA DEPARTAMENTO PIURA ,28,7,4,I-1,968071990,8:00-2:00 P.M,-79.52276067,-4.55486947
GOBIERNO REGIONAL,2270,E.S. I-4 HUARMACA,CENTROS DE SALUD CON CAMAS DE INTERNAMIENTO,ESTABLECIMIENTO DE SALUD CON INTERNAMIENTO,PIURA,HUANCABAMBA,HUARMACA,200304,CARRETERA CARRETERA CUCHUPAMPA S/N HUARMACA NUMERO S/N DISTRITO HUARMACA PROVINCIA HUANCABAMBA DEPARTAMENTO PIURA ,28,5,1,I-4,073-775852,24 HORAS,-79.52119013,-5.5873218
GOBIERNO REGIONAL,19836,ANIA,PUESTOS DE SALUD O POSTAS DE SALUD,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,PIURA,AYABACA,AYABACA,200201,OTROS CASERIO ANIA - AYABACA DISTRITO AYABACA PROVINCIA AYABACA DEPARTAMENTO PIURA ,28,7,4,I-1,968071990,8.00 - 14:00,-79.51980767,-4.84669658
GOBIERNO REGIONAL,15376,P.S EL SAUCE,PUESTOS DE SALUD O POSTAS DE SALUD,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,PIURA,HUANCABAMBA,HUARMACA,200304,CASERIO EL SAUCE,28,5,1,I-1,971641301,08:00  A 2:00 HORAS,-79.51368167,-5.73559
GOBIERNO REGIONAL,2252,E.S I-2 CASCAMACHE,PUESTOS DE SALUD O POSTAS DE SALUD,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,PIURA,HUANCABAMBA,HUANCABAMBA,200301,OTROS CASERIO CASCAMACHE S/N NUMERO S/N DISTRITO HUANCABAMBA PROVINCIA HUANCABAMBA DEPARTAMENTO PIURA ,28,4,1,I-1,073-473176,8:00 -  20:00,-79.51355007,-5.24011168
GOBIERNO REGIONAL,1926,EL TOLDO,PUESTOS DE SALUD O POSTAS DE SALUD,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,PIURA,AYABACA,AYABACA,200201,OTROS CASERIO EL TOLDO DISTRITO AYABACA PROVINCIA AYABACA DEPARTAMENTO PIURA ,28,7,4,I-1,968943888,8:00-2:00 P.M,-79.51131844,-4.64347621
GOBIERNO REGIONAL,2254,P.S JICATE BAJO,PUESTOS DE SALUD O POSTAS DE SALUD,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,PIURA,HUANCABAMBA,HUANCABAMBA,200301,OTROS CENTRO POBLADO JICATE DISTRITO HUANCABAMBA PROVINCIA HUANCABAMBA DEPARTAMENTO PIURA ,28,4,1,I-1,950072069,8:00-20:00,-79.50117494,-5.17554309
GOBIERNO REGIONAL,19844,PUESTO DE SALUD HUILCO,PUESTOS DE SALUD O POSTAS DE SALUD,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,PIURA,AYABACA,AYABACA,200201,OTROS CASERIO HUILCO - AYABACA CASERIO HUILCO - AYABACA AYABACA AYABACA PIURA ,28,7,4,I-1,968071990,8.00 - 14:00,-79.49954089,-4.61514366
GOBIERNO REGIONAL,15178,P.S TALLAPAMPA,PUESTOS DE SALUD O POSTAS DE SALUD,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,PIURA,HUANCABAMBA,SAN MIGUEL DE EL FAIQUE,200306,CASERIO TALLAPAMPA,28,3,5,I-1,980716453,08 HORAS,-79.49270788,-5.37547371
GOBIERNO REGIONAL,2267,P.S ULPAMACHE,PUESTOS DE SALUD O POSTAS DE SALUD,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,PIURA,HUANCABAMBA,SONDORILLO,200308,OTROS CASERIO ULPAMACHE SEC. TIERRAS AMARILLAS DISTRITO SONDORILLO PROVINCIA HUANCABAMBA DEPARTAMENTO PIURA ,28,4,1,I-2,073-662101,8:00 - 20:00,-79.49163542,-5.33874387
GOBIERNO REGIONAL,2268,E.S I-2 UCHUPATA,PUESTOS DE SALUD O POSTAS DE SALUD,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,PIURA,HUANCABAMBA,SONDORILLO,200308,OTROS UCHUPATA CENTRO S/N NUMERO S/N DISTRITO SONDORILLO PROVINCIA HUANCABAMBA DEPARTAMENTO PIURA ,28,4,1,I-1,073-662101,12 HORAS,-79.48005362,-5.38306982
GOBIERNO REGIONAL,1920,ESPINDOLA,PUESTOS DE SALUD O POSTAS DE SALUD,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,PIURA,AYABACA,AYABACA,200201,CASERIO DE ESPINDOLA COMUNIDAD DE SAMANGA,28,7,4,I-2,ACTUALIZAR,8:00-4:00 P.M,-79.47918474,-4.64809095
GOBIERNO REGIONAL,2251,EE.SS I-2 JUZGARA,PUESTOS DE SALUD O POSTAS DE SALUD,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,PIURA,HUANCABAMBA,HUANCABAMBA,200301,OTROS CENTRO POBLADO JUZGARA S/N NUMERO S/N DISTRITO HUANCABAMBA PROVINCIA HUANCABAMBA DEPARTAMENTO PIURA ,28,4,1,I-1,949887595,08:00-20:00,-79.46901879,-5.29920977
GOBIERNO REGIONAL,2259,P.S SALALA,PUESTOS DE SALUD O POSTAS DE SALUD,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,PIURA,HUANCABAMBA,EL CARMEN DE LA FRONTERA,200303,OTROS CENTRO POBLADO DE SALALA DISTRITO EL CARMEN DE LA FRONTERA PROVINCIA HUANCABAMBA DEPARTAMENTO PIURA ,28,4,1,I-2,073-811190,8:00- 14:00 HORAS,-79.46307078,-5.11054284
GOBIERNO REGIONAL,15280,E.S I-1 HUAYLAS,PUESTOS DE SALUD O POSTAS DE SALUD,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,PIURA,HUANCABAMBA,SONDORILLO,200308,OTROS CASERIO HUAYLAS DISTRITO SONDORILLO PROVINCIA HUANCABAMBA DEPARTAMENTO PIURA ,28,4,1,I-1,932742102,08:00 A 14:00,-79.46195167,-5.316635
GOBIERNO REGIONAL,15281,E. S. I - 1 LACCHAN,PUESTOS DE SALUD O POSTAS DE SALUD,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,PIURA,HUANCABAMBA,SONDORILLO,200308,OTROS CASERIO LACCHAN ALTO S/N° NUMERO S/N DISTRITO SONDORILLO PROVINCIA HUANCABAMBA DEPARTAMENTO PIURA ,28,4,1,I-1,929392490,8:00 - 14:00 HORAS,-79.45877414,-5.35149783
GOBIERNO REGIONAL,15277,P.S SAN ANTONIO,PUESTOS DE SALUD O POSTAS DE SALUD,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,PIURA,HUANCABAMBA,EL CARMEN DE LA FRONTERA,200303,OTROS CASERIO SAN ANTONIO DISTRITO EL CARMEN DE LA FRONTERA PROVINCIA HUANCABAMBA DEPARTAMENTO PIURA ,28,4,1,I-1,948815010,8:00 A 14:00,-79.45536258,-5.12959231
PRIVADO,13419,CENTRO MEDICO SAN ANTONIO,CENTROS MEDICOS ESPECIALIZADOS,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,PIURA,PIURA,PIURA,200101,AV. LOS COCOS N° 272 URB. GRAU,28,0,0,Sin categoria,073-302497,LUNES DE 8:00 AM A 1,-79.45535982,-5.12935323
GOBIERNO REGIONAL,2250,E.S.I-4  HUANCABAMBA JESUS GUERRERO CRUZ,CENTROS DE SALUD CON CAMAS DE INTERNAMIENTO,ESTABLECIMIENTO DE SALUD CON INTERNAMIENTO,PIURA,HUANCABAMBA,HUANCABAMBA,200301,AVENIDA AV. HUANCABAMBA S/N NUMERO S/N DISTRITO HUANCABAMBA PROVINCIA HUANCABAMBA DEPARTAMENTO PIURA ,28,4,1,I-4,073-473176,24 HORAS,-79.45501667,-5.2477
GOBIERNO REGIONAL,2273,P.S SAN ISIDRO,PUESTOS DE SALUD O POSTAS DE SALUD,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,PIURA,HUANCABAMBA,HUARMACA,200304,OTROS CASERIO SAN ISIDRO DISTRITO HUARMACA PROVINCIA HUANCABAMBA DEPARTAMENTO PIURA ,28,5,1,I-1,ACTUALIZAR,8:00 AM- 20:00PM,-79.45215667,-5.706405
GOBIERNO REGIONAL,2255,P.S ÑANGALI,PUESTOS DE SALUD O POSTAS DE SALUD,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,PIURA,HUANCABAMBA,HUANCABAMBA,200301,OTROS CASERIO ÑANGALI S/N NUMERO S/N DISTRITO HUANCABAMBA PROVINCIA HUANCABAMBA DEPARTAMENTO PIURA ,28,4,1,I-1,073-473176,8:00 - 14:00,-79.45056617,-5.17508626
GOBIERNO REGIONAL,2286,P.S TRIGAL,PUESTOS DE SALUD O POSTAS DE SALUD,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,PIURA,HUANCABAMBA,HUARMACA,200304,CENTRO POBLADO TRIGAL S/N,28,5,1,I-1,ACTUALIZAR,12 HORAS,-79.44686833,-5.629205
GOBIERNO REGIONAL,2269,P.S CUSE,PUESTOS DE SALUD O POSTAS DE SALUD,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,PIURA,HUANCABAMBA,SONDORILLO,200308,OTROS CUSE CENTRO POBLADO  S/N NUMERO S/N DISTRITO SONDORILLO PROVINCIA HUANCABAMBA DEPARTAMENTO PIURA ,28,4,1,I-1,947945492,12 HORAS,-79.44042733,-5.46956024
GOBIERNO REGIONAL,2283,P.S NUEVO HUALAPAMPA,PUESTOS DE SALUD O POSTAS DE SALUD,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,PIURA,HUANCABAMBA,HUARMACA,200304,CENTRO POBLADO NUEVO HUALAPAMPA S/N,28,5,1,I-2,ACTUALIZAR,12 HORAS,-79.43718653,-5.78940695
GOBIERNO REGIONAL,2276,E.S I-2 RODEOPAMPA,PUESTOS DE SALUD O POSTAS DE SALUD,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,PIURA,HUANCABAMBA,HUARMACA,200304,OTROS CENTRO POBLADO RODEOPAMPA S/N NUMERO S/N DISTRITO HUARMACA PROVINCIA HUANCABAMBA DEPARTAMENTO PIURA ,28,5,1,I-2,968457147,05:00 - 20:00,-79.43438554,-5.56694904
GOBIERNO REGIONAL,2257,E.S I-3 SAPALACHE,CENTROS DE SALUD O CENTROS MEDICOS,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,PIURA,HUANCABAMBA,EL CARMEN DE LA FRONTERA,200303,OTROS SAPALACHE S/N NUMERO S/N DISTRITO EL CARMEN DE LA FRONTERA PROVINCIA HUANCABAMBA DEPARTAMENTO PIURA ,28,4,1,I-3,995502745,8:00  20:00,-79.42767067,-5.14722043
GOBIERNO REGIONAL,2266,C.S SONDORILLO,CENTROS DE SALUD O CENTROS MEDICOS,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,PIURA,HUANCABAMBA,SONDORILLO,200308,OTROS SALIDA A LA LACTE S/N NUMERO S/N DISTRITO SONDORILLO PROVINCIA HUANCABAMBA DEPARTAMENTO PIURA ,28,4,1,I-3,969610186,12 HORAS,-79.42736403,-5.33798482
GOBIERNO REGIONAL,2260,E.S I-1 CAJAS SHAPAYA,PUESTOS DE SALUD O POSTAS DE SALUD,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,PIURA,HUANCABAMBA,EL CARMEN DE LA FRONTERA,200303,OTROS CAJAS SHAPAYA DISTRITO EL CARMEN DE LA FRONTERA PROVINCIA HUANCABAMBA DEPARTAMENTO PIURA ,28,4,1,I-1,949654840,12 HORAS,-79.42734027,-5.18992349
GOBIERNO REGIONAL,2285,E.S I-2 LOMA GRANDE,PUESTOS DE SALUD O POSTAS DE SALUD,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,PIURA,HUANCABAMBA,HUARMACA,200304,OTROS CENTRO POBLADO LOMA GRANDE S/N NUMERO S/N DISTRITO HUARMACA PROVINCIA HUANCABAMBA DEPARTAMENTO PIURA ,28,5,1,I-1,947611634,8:00 - 20:00,-79.42640016,-5.49930024
GOBIERNO REGIONAL,2263,E.S.  I -1  CASHACOTO,PUESTOS DE SALUD O POSTAS DE SALUD,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,PIURA,HUANCABAMBA,SONDOR,200307,CALLE CALLE PROGRESO S/N NUMERO S/N DISTRITO SONDOR PROVINCIA HUANCABAMBA DEPARTAMENTO PIURA ,28,4,1,I-1,953929545,8.00 - 14:00 ,-79.42392751,-5.29032691
GOBIERNO REGIONAL,2262,C.S SONDOR,CENTROS DE SALUD O CENTROS MEDICOS,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,PIURA,HUANCABAMBA,SONDOR,200307,PROLONGACION PROLONGACION S/N NUMERO S/N DISTRITO SONDOR PROVINCIA HUANCABAMBA DEPARTAMENTO PIURA ,28,4,1,I-3,97-2845109,12 HORAS,-79.41194667,-5.31517833
GOBIERNO REGIONAL,2287,P.S JACAPAMPA,PUESTOS DE SALUD O POSTAS DE SALUD,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,PIURA,HUANCABAMBA,HUARMACA,200304,CENTRO POBLADO JACAPAMPA S/N,28,5,1,I-1,ACTUALIZAR,12 HORAS,-79.37823154,-5.88021415
